source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell type]	characteristics[cell type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[disease]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[treatment]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[ms min mz]	comment[ms max mz]	comment[fractionation method]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]	factor value[sampling time]
pool-GV-MII-zygote	NT=Mus musculus;AC=NCBITaxon:10090	NT=ovary;AC=UBERON:0000992	NT=secondary oocyte;AC=CL:0000655	NT=primary oocyte;AC=CL:0000654	NT=zygote;AC=CL:0010017	NT=adult;AC=EFO:0001272	ICR	pooled	NT=normal;AC=PATO:0000461	cell	NT=bulk control;AC=PRIDE:0000907	pooled	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	pooled	run 1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	350 m/z	1500 m/z	not applicable	not applicable	not applicable	1	1	GV-MII-Zygote-10ng-Boxcar-3MSX-R1-20210108.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	not applicable
pool-GV-MII-zygote	NT=Mus musculus;AC=NCBITaxon:10090	NT=ovary;AC=UBERON:0000992	NT=secondary oocyte;AC=CL:0000655	NT=primary oocyte;AC=CL:0000654	NT=zygote;AC=CL:0010017	NT=adult;AC=EFO:0001272	ICR	pooled	NT=normal;AC=PATO:0000461	cell	NT=bulk control;AC=PRIDE:0000907	pooled	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	pooled	run 2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	350 m/z	1500 m/z	not applicable	not applicable	not applicable	1	2	GV-MII-Zygote-10ng-Boxcar-3MSX-R2-20210108.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	not applicable
pool-GV-MII-zygote	NT=Mus musculus;AC=NCBITaxon:10090	NT=ovary;AC=UBERON:0000992	NT=secondary oocyte;AC=CL:0000655	NT=primary oocyte;AC=CL:0000654	NT=zygote;AC=CL:0010017	NT=adult;AC=EFO:0001272	ICR	pooled	NT=normal;AC=PATO:0000461	cell	NT=bulk control;AC=PRIDE:0000907	pooled	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	pooled	run 3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	350 m/z	1500 m/z	not applicable	not applicable	not applicable	1	3	GV-MII-Zygote-10ng-Boxcar-3MSX-R3-20210108.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	not applicable
pool-GV-MII-zygote	NT=Mus musculus;AC=NCBITaxon:10090	NT=ovary;AC=UBERON:0000992	NT=secondary oocyte;AC=CL:0000655	NT=primary oocyte;AC=CL:0000654	NT=zygote;AC=CL:0010017	NT=adult;AC=EFO:0001272	ICR	pooled	NT=normal;AC=PATO:0000461	cell	NT=bulk control;AC=PRIDE:0000907	pooled	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	pooled	run 4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	350 m/z	1500 m/z	not applicable	not applicable	not applicable	1	1	GV-MII-Zygote-10ng-DDA-R1-20210108.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	not applicable
pool-GV-MII-zygote	NT=Mus musculus;AC=NCBITaxon:10090	NT=ovary;AC=UBERON:0000992	NT=secondary oocyte;AC=CL:0000655	NT=primary oocyte;AC=CL:0000654	NT=zygote;AC=CL:0010017	NT=adult;AC=EFO:0001272	ICR	pooled	NT=normal;AC=PATO:0000461	cell	NT=bulk control;AC=PRIDE:0000907	pooled	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	pooled	run 5	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	350 m/z	1500 m/z	not applicable	not applicable	not applicable	1	2	GV-MII-Zygote-10ng-DDA-R2-20210108.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	not applicable
pool-GV-MII-zygote	NT=Mus musculus;AC=NCBITaxon:10090	NT=ovary;AC=UBERON:0000992	NT=secondary oocyte;AC=CL:0000655	NT=primary oocyte;AC=CL:0000654	NT=zygote;AC=CL:0010017	NT=adult;AC=EFO:0001272	ICR	pooled	NT=normal;AC=PATO:0000461	cell	NT=bulk control;AC=PRIDE:0000907	pooled	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	pooled	run 6	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	350 m/z	1500 m/z	not applicable	not applicable	not applicable	1	3	GV-MII-Zygote-10ng-DDA-R3-20210108.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	not applicable
pool-GV-MII-zygote	NT=Mus musculus;AC=NCBITaxon:10090	NT=ovary;AC=UBERON:0000992	NT=secondary oocyte;AC=CL:0000655	NT=primary oocyte;AC=CL:0000654	NT=zygote;AC=CL:0010017	NT=adult;AC=EFO:0001272	ICR	pooled	NT=normal;AC=PATO:0000461	cell	NT=bulk control;AC=PRIDE:0000907	pooled	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	pooled	run 7	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	20 ppm	not available	350 m/z	1500 m/z	not applicable	not applicable	not applicable	1	1	GV-MII-Zygote-10ng-DIA-R1-20220108.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	not applicable
pool-GV-MII-zygote	NT=Mus musculus;AC=NCBITaxon:10090	NT=ovary;AC=UBERON:0000992	NT=secondary oocyte;AC=CL:0000655	NT=primary oocyte;AC=CL:0000654	NT=zygote;AC=CL:0010017	NT=adult;AC=EFO:0001272	ICR	pooled	NT=normal;AC=PATO:0000461	cell	NT=bulk control;AC=PRIDE:0000907	pooled	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	pooled	run 8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	20 ppm	not available	350 m/z	1500 m/z	not applicable	not applicable	not applicable	1	2	GV-MII-Zygote-10ng-DIA-R2-20220108.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	not applicable
pool-GV-MII-zygote	NT=Mus musculus;AC=NCBITaxon:10090	NT=ovary;AC=UBERON:0000992	NT=secondary oocyte;AC=CL:0000655	NT=primary oocyte;AC=CL:0000654	NT=zygote;AC=CL:0010017	NT=adult;AC=EFO:0001272	ICR	pooled	NT=normal;AC=PATO:0000461	cell	NT=bulk control;AC=PRIDE:0000907	pooled	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	pooled	run 9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	20 ppm	not available	350 m/z	1500 m/z	not applicable	not applicable	not applicable	1	3	GV-MII-Zygote-10ng-DIA-R3-20220108.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	not applicable
pool-GV-MII-zygote	NT=Mus musculus;AC=NCBITaxon:10090	NT=ovary;AC=UBERON:0000992	NT=secondary oocyte;AC=CL:0000655	NT=primary oocyte;AC=CL:0000654	NT=zygote;AC=CL:0010017	NT=adult;AC=EFO:0001272	ICR	pooled	NT=normal;AC=PATO:0000461	cell	NT=pooled;AC=PRIDE:0000902	pooled	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	pooled	run 10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	20 ppm	not available	350 m/z	1500 m/z	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not applicable	not applicable	1	1	GV-MII-Zygote-HPRP-library-F1_20211224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	not applicable
